country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size
USA,Technology,Bard,62.23,9278,2024,18-24,Enterprise
India,Education,Midjourney,85.47,2545,2023,18-24,Startup
USA,Retail,Stable Diffusion,87.23,3862,2024,18-24,Enterprise
Canada,Retail,ChatGPT,84.97,4920,2024,25-34,SME
China,Technology,ChatGPT,19.51,8707,2024,45-54,SME
South Korea,Retail,ChatGPT,43.37,1102,2024,25-34,SME
India,Agriculture,Bard,75.05,6305,2024,25-34,Startup
India,Healthcare,Midjourney,70.83,4810,2024,35-44,SME
India,Transportation,Midjourney,90.1,920,2024,25-34,Startup
Germany,Manufacturing,Midjourney,17.35,2316,2023,25-34,Enterprise
China,Manufacturing,Midjourney,6.6,8199,2024,35-44,Enterprise
South Korea,Agriculture,ChatGPT,86.65,7778,2024,25-34,SME
Brazil,Technology,Midjourney,96.2,6919,2024,35-44,Enterprise
USA,Transportation,Bard,7.93,6247,2023,35-44,Enterprise
South Korea,Retail,ChatGPT,2.64,8642,2024,55+,Enterprise
South Korea,Technology,Midjourney,18.21,6182,2023,35-44,Startup
South Korea,Transportation,Midjourney,17.38,7694,2023,18-24,SME
South Korea,Technology,ChatGPT,75.46,7711,2023,35-44,SME
France,Technology,Stable Diffusion,1.9,6942,2023,45-54,Enterprise
China,Retail,Midjourney,61.41,1446,2024,35-44,SME
Australia,Education,ChatGPT,40.04,385,2024,25-34,Enterprise
China,Transportation,Bard,32.57,4104,2023,25-34,Enterprise
Canada,Technology,Claude,6.23,8518,2024,25-34,Startup
USA,Agriculture,Stable Diffusion,51.12,4643,2023,55+,Enterprise
South Korea,Technology,Stable Diffusion,69.51,3767,2024,35-44,SME
USA,Transportation,ChatGPT,18.5,4997,2024,18-24,Startup
Germany,Transportation,Bard,79.43,7952,2024,25-34,Startup
India,Manufacturing,Midjourney,7.36,7941,2024,55+,Enterprise
France,Retail,Midjourney,49.65,9949,2024,18-24,Startup
Australia,Agriculture,Midjourney,1.45,8770,2023,55+,Startup
USA,Technology,Claude,49.67,3970,2024,35-44,SME
Canada,Healthcare,Midjourney,2.02,1370,2024,25-34,Enterprise
USA,Technology,Stable Diffusion,12.82,6817,2023,55+,SME
Australia,Finance,Bard,86.39,7702,2023,55+,Enterprise
Canada,Healthcare,Midjourney,86.54,6852,2024,45-54,SME
USA,Education,ChatGPT,70.12,7150,2024,45-54,Startup
Brazil,Education,Claude,47.91,2087,2023,35-44,SME
USA,Healthcare,Midjourney,17.78,4539,2024,25-34,Enterprise
South Korea,Healthcare,ChatGPT,43.08,930,2023,25-34,Startup
France,Manufacturing,ChatGPT,17.44,141,2024,18-24,Startup
USA,Finance,Stable Diffusion,49.51,177,2023,18-24,SME
Germany,Retail,Midjourney,57.5,3933,2023,35-44,Enterprise
China,Finance,ChatGPT,10.23,1420,2023,55+,Startup
South Korea,Transportation,Midjourney,20.02,2235,2024,55+,Startup
Brazil,Agriculture,Stable Diffusion,30.51,2858,2024,25-34,Startup
Germany,Retail,ChatGPT,99.03,8931,2023,25-34,SME
Canada,Manufacturing,Midjourney,96.86,6460,2024,18-24,SME
China,Transportation,Midjourney,5.47,564,2024,55+,SME
India,Finance,ChatGPT,63.17,3147,2024,35-44,Startup
China,Healthcare,Bard,95.17,8545,2023,35-44,Startup
UK,Education,Midjourney,47.66,6929,2023,35-44,Startup
USA,Transportation,Midjourney,41.45,2051,2024,25-34,Startup
France,Manufacturing,ChatGPT,86.11,2458,2023,18-24,SME
France,Technology,Stable Diffusion,8.77,1424,2023,18-24,Startup
France,Technology,ChatGPT,29.65,5536,2024,25-34,Startup
France,Retail,ChatGPT,82.39,861,2024,55+,Startup
Brazil,Education,ChatGPT,85.63,9135,2023,55+,Enterprise
India,Technology,Midjourney,71.01,2015,2023,55+,Enterprise
USA,Technology,Bard,10.55,2678,2024,18-24,Startup
UK,Technology,Stable Diffusion,40.04,8043,2024,55+,Enterprise
Germany,Education,ChatGPT,10.56,1613,2024,35-44,SME
France,Manufacturing,ChatGPT,89.59,3956,2024,35-44,Startup
Germany,Retail,Stable Diffusion,79.87,3710,2024,35-44,Startup
UK,Healthcare,Stable Diffusion,30.25,8993,2024,45-54,Startup
China,Transportation,Stable Diffusion,89.17,5589,2024,45-54,Enterprise
Brazil,Retail,Midjourney,67.66,1874,2024,18-24,Enterprise
UK,Transportation,ChatGPT,59.03,3609,2024,45-54,Startup
Australia,Agriculture,Midjourney,58.07,3159,2023,18-24,Startup
UK,Education,ChatGPT,13.25,2767,2024,25-34,SME
France,Healthcare,Claude,52.48,9869,2024,25-34,Startup
Germany,Technology,ChatGPT,58.76,2097,2023,35-44,Enterprise
South Korea,Healthcare,Midjourney,33.33,774,2023,55+,Enterprise
UK,Agriculture,Midjourney,89.25,3022,2023,18-24,SME
Germany,Technology,ChatGPT,41.89,4450,2024,55+,Startup
Germany,Finance,Bard,23.18,6341,2024,25-34,Enterprise
France,Education,ChatGPT,81.86,9138,2024,25-34,Enterprise
South Korea,Manufacturing,ChatGPT,8.37,116,2023,55+,Startup
Canada,Finance,Claude,26.46,4893,2023,18-24,SME
Canada,Finance,ChatGPT,53.56,4691,2023,45-54,Startup
South Korea,Technology,Stable Diffusion,89.26,6344,2023,55+,Startup
UK,Manufacturing,ChatGPT,28.7,6211,2024,55+,SME
Brazil,Retail,Stable Diffusion,23.7,1119,2024,25-34,Enterprise
China,Healthcare,Stable Diffusion,62.81,7906,2024,45-54,Startup
India,Finance,Midjourney,99.16,8252,2024,55+,Startup
China,Agriculture,ChatGPT,30.45,5268,2024,45-54,Enterprise
India,Healthcare,Claude,65.18,3633,2024,25-34,Enterprise
France,Transportation,Bard,81.67,6343,2024,35-44,SME
India,Healthcare,Stable Diffusion,34.58,6424,2024,25-34,Startup
UK,Transportation,Stable Diffusion,74.56,3416,2024,55+,Startup
France,Finance,Midjourney,65.3,3198,2024,25-34,Enterprise
Germany,Manufacturing,ChatGPT,72.74,6795,2024,55+,SME
Brazil,Agriculture,Midjourney,97.55,872,2024,35-44,SME
India,Technology,Stable Diffusion,78.35,5555,2024,18-24,Startup
France,Retail,Midjourney,30.44,2881,2024,25-34,Enterprise
South Korea,Healthcare,Stable Diffusion,20.55,4430,2023,45-54,Startup
Germany,Manufacturing,Stable Diffusion,3,8793,2024,35-44,Startup
Germany,Education,Stable Diffusion,62.83,4784,2024,18-24,Enterprise
France,Healthcare,Midjourney,38.52,9677,2024,55+,SME
India,Retail,Bard,21.07,5088,2023,25-34,Enterprise
Australia,Retail,ChatGPT,48.19,3363,2023,18-24,Startup
France,Healthcare,ChatGPT,74.41,8684,2024,25-34,Enterprise
South Korea,Technology,Stable Diffusion,84.77,4531,2023,35-44,Enterprise
South Korea,Education,Midjourney,64.36,4185,2024,35-44,Enterprise
China,Healthcare,Midjourney,12.11,1071,2024,55+,Enterprise
France,Finance,Midjourney,51.09,9884,2024,45-54,Enterprise
France,Healthcare,Midjourney,5.71,6937,2024,35-44,Startup
Germany,Transportation,Bard,80,1018,2024,45-54,Enterprise
Brazil,Technology,Stable Diffusion,89.35,436,2024,18-24,Enterprise
France,Retail,ChatGPT,21.54,8110,2024,45-54,Enterprise
UK,Agriculture,Stable Diffusion,67.63,1798,2024,35-44,SME
Germany,Finance,Midjourney,51.58,4849,2023,18-24,Startup
India,Finance,Midjourney,51.29,9480,2024,45-54,Enterprise
UK,Finance,Claude,85,6887,2024,45-54,Enterprise
USA,Manufacturing,ChatGPT,25.88,7893,2024,35-44,SME
India,Transportation,ChatGPT,60.14,9377,2023,55+,SME
Australia,Transportation,Midjourney,48.46,7690,2023,25-34,SME
China,Retail,Midjourney,75.63,1026,2023,35-44,Startup
Canada,Healthcare,Midjourney,24.79,3224,2023,55+,SME
Canada,Manufacturing,ChatGPT,78.04,1981,2024,18-24,SME
Canada,Education,Stable Diffusion,22.26,7995,2024,25-34,Enterprise
USA,Technology,Claude,84.73,8746,2023,18-24,SME
Canada,Finance,Bard,7.94,4935,2024,25-34,Enterprise
France,Finance,ChatGPT,60.34,4189,2024,25-34,Startup
Brazil,Manufacturing,Claude,60.62,4188,2024,35-44,SME
UK,Technology,ChatGPT,62.24,6070,2024,55+,Startup
UK,Retail,ChatGPT,76.96,862,2024,35-44,Enterprise
Canada,Healthcare,Claude,32.28,608,2023,55+,Startup
Australia,Agriculture,Midjourney,26.13,2126,2023,35-44,Enterprise
UK,Technology,Midjourney,5.2,3804,2024,45-54,SME
Australia,Agriculture,ChatGPT,1.55,8119,2023,45-54,Enterprise
France,Transportation,Stable Diffusion,69.39,1909,2023,18-24,Startup
France,Education,Stable Diffusion,12.84,8837,2024,35-44,SME
Australia,Technology,ChatGPT,82.25,5826,2023,25-34,Enterprise
South Korea,Manufacturing,ChatGPT,17.35,2977,2024,45-54,Startup
France,Education,Midjourney,6.69,5442,2023,18-24,Startup
South Korea,Transportation,ChatGPT,92.04,6756,2023,25-34,Enterprise
China,Education,Stable Diffusion,36.81,2567,2024,25-34,Enterprise
Australia,Healthcare,Midjourney,24.33,551,2023,55+,Startup
Australia,Manufacturing,Claude,40.21,8790,2024,55+,Startup
Germany,Technology,Stable Diffusion,18.22,4130,2024,55+,Startup
Canada,Technology,ChatGPT,82.36,559,2024,55+,Enterprise
UK,Technology,Midjourney,83.68,5549,2023,18-24,Startup
USA,Education,Stable Diffusion,16.9,6400,2023,45-54,SME
Germany,Agriculture,Stable Diffusion,21.37,1284,2024,18-24,SME
USA,Manufacturing,ChatGPT,28.81,603,2024,55+,SME
Brazil,Manufacturing,ChatGPT,59.65,263,2024,25-34,Enterprise
Canada,Finance,ChatGPT,70.27,2957,2024,55+,Enterprise
Canada,Healthcare,Stable Diffusion,86.91,3575,2024,45-54,Startup
Canada,Transportation,ChatGPT,98.34,4209,2023,35-44,Startup
Germany,Healthcare,Stable Diffusion,11.14,5396,2024,18-24,Enterprise
France,Manufacturing,ChatGPT,10.49,5010,2023,25-34,Enterprise
UK,Education,ChatGPT,90.33,2977,2024,55+,Enterprise
France,Finance,Stable Diffusion,91.11,2621,2023,35-44,Enterprise
UK,Manufacturing,Bard,51.75,5602,2023,18-24,Startup
UK,Education,Midjourney,98.04,4530,2024,55+,SME
China,Transportation,ChatGPT,72.2,8260,2023,45-54,Enterprise
UK,Transportation,Midjourney,89.98,7241,2023,35-44,Startup
China,Education,ChatGPT,69.43,5745,2024,35-44,Enterprise
Germany,Agriculture,Stable Diffusion,94.5,5672,2024,55+,SME
Germany,Healthcare,Stable Diffusion,38.51,1696,2024,18-24,Startup
South Korea,Healthcare,Midjourney,16.73,3170,2024,55+,Startup
Germany,Transportation,ChatGPT,82.85,675,2024,35-44,Startup
Australia,Retail,Bard,33.4,6460,2024,18-24,Enterprise
Germany,Retail,ChatGPT,72.99,3648,2024,25-34,SME
Germany,Manufacturing,ChatGPT,14.68,7734,2023,35-44,SME
Germany,Transportation,Bard,33.96,8678,2023,45-54,SME
France,Healthcare,Midjourney,7.64,2109,2024,25-34,Enterprise
China,Technology,ChatGPT,64.05,5305,2024,35-44,SME
Canada,Technology,Midjourney,32.62,6594,2024,55+,Startup
Canada,Manufacturing,ChatGPT,58.67,5710,2024,55+,Enterprise
Canada,Education,Midjourney,22.96,2493,2023,25-34,Enterprise
USA,Technology,Stable Diffusion,62.94,1103,2023,45-54,Startup
South Korea,Transportation,Stable Diffusion,89.49,9348,2024,18-24,SME
China,Technology,Midjourney,74.99,2424,2024,18-24,Startup
Australia,Technology,ChatGPT,69.79,8572,2023,35-44,Startup
Germany,Finance,Bard,12.34,9592,2024,25-34,Startup
South Korea,Healthcare,ChatGPT,25.82,2809,2024,25-34,Enterprise
South Korea,Retail,Claude,48.43,1863,2024,55+,SME
Canada,Finance,ChatGPT,42.37,513,2024,55+,Startup
Brazil,Retail,Midjourney,18.15,7667,2023,55+,Enterprise
France,Finance,ChatGPT,61.07,1377,2023,55+,Enterprise
South Korea,Agriculture,Midjourney,88.58,359,2024,35-44,SME
Canada,Transportation,Stable Diffusion,80.46,7759,2023,18-24,Startup
Australia,Education,Stable Diffusion,41.4,938,2023,45-54,Startup
Canada,Healthcare,Stable Diffusion,68.72,1318,2023,25-34,Enterprise
France,Transportation,Bard,32.02,6464,2024,35-44,Enterprise
UK,Finance,ChatGPT,33.94,9662,2024,35-44,Enterprise
UK,Healthcare,ChatGPT,87.65,8009,2024,18-24,Startup
Australia,Agriculture,Bard,27.32,7074,2024,55+,Enterprise
Brazil,Healthcare,Stable Diffusion,27.16,1747,2023,45-54,Startup
USA,Retail,ChatGPT,52.23,2438,2024,18-24,SME
South Korea,Technology,Midjourney,48.19,4645,2024,25-34,Enterprise
Australia,Healthcare,Midjourney,62.8,725,2024,35-44,SME
USA,Finance,ChatGPT,82.06,112,2023,45-54,SME
Canada,Technology,Stable Diffusion,36.02,6210,2024,45-54,SME
South Korea,Finance,Stable Diffusion,59.51,7845,2024,18-24,SME
France,Finance,Midjourney,48.16,6172,2024,45-54,SME
Canada,Finance,Midjourney,24.26,3597,2024,25-34,Startup
USA,Finance,ChatGPT,61.1,8029,2023,45-54,SME
UK,Manufacturing,Midjourney,71.5,9159,2024,35-44,Startup
China,Education,Midjourney,14.46,7761,2024,45-54,Startup
Brazil,Finance,Stable Diffusion,34.59,8088,2024,55+,Enterprise
Canada,Transportation,Midjourney,72.04,2194,2024,45-54,Enterprise
China,Education,Bard,99.92,2251,2024,25-34,SME
UK,Manufacturing,Midjourney,42.18,3213,2024,35-44,Enterprise
Australia,Transportation,ChatGPT,47.24,6115,2024,45-54,SME
India,Agriculture,ChatGPT,46.77,5447,2023,45-54,Startup
UK,Education,Midjourney,20.23,3450,2023,18-24,Startup
USA,Healthcare,ChatGPT,61.57,1152,2024,25-34,Startup
India,Manufacturing,Midjourney,69.29,8450,2023,18-24,Startup
UK,Education,Midjourney,98.39,7324,2023,45-54,Enterprise
Canada,Healthcare,ChatGPT,94.89,1163,2024,25-34,Enterprise
UK,Healthcare,ChatGPT,86.46,542,2024,25-34,Startup
South Korea,Healthcare,ChatGPT,6.37,2756,2024,35-44,Enterprise
Germany,Manufacturing,ChatGPT,97.86,2117,2023,45-54,SME
Australia,Retail,Midjourney,33.02,1988,2024,18-24,SME
South Korea,Manufacturing,ChatGPT,98.77,2745,2024,45-54,Enterprise
Australia,Education,ChatGPT,62.63,6925,2024,25-34,SME
China,Technology,Midjourney,1.17,905,2023,55+,Enterprise
USA,Agriculture,ChatGPT,46.44,296,2023,55+,Enterprise
France,Agriculture,Midjourney,43.37,1557,2024,18-24,SME
China,Technology,ChatGPT,98.94,9682,2024,25-34,Startup
India,Manufacturing,ChatGPT,29.67,8600,2024,45-54,Enterprise
Brazil,Finance,ChatGPT,40.44,9717,2023,25-34,Startup
USA,Agriculture,Bard,84.55,1120,2023,35-44,SME
Germany,Manufacturing,ChatGPT,23.68,5472,2024,35-44,SME
Australia,Finance,ChatGPT,40.57,1530,2024,45-54,Enterprise
South Korea,Agriculture,Bard,59.86,3886,2024,45-54,Startup
Brazil,Technology,Stable Diffusion,99.97,3759,2024,35-44,Startup
Australia,Technology,Midjourney,51.85,3781,2024,55+,SME
Germany,Technology,Midjourney,73.66,3333,2024,18-24,SME
China,Transportation,Stable Diffusion,79.26,5137,2024,35-44,Enterprise
Canada,Healthcare,ChatGPT,21.77,1020,2023,55+,SME
Australia,Healthcare,Midjourney,62.77,8888,2024,45-54,Startup
Australia,Agriculture,ChatGPT,74.22,4902,2023,45-54,SME
South Korea,Retail,Stable Diffusion,20.9,6426,2024,35-44,Startup
Australia,Technology,ChatGPT,50.22,4623,2023,18-24,SME
India,Retail,Midjourney,49.32,3340,2024,55+,Enterprise
Australia,Education,ChatGPT,81.81,4532,2024,55+,Enterprise
Brazil,Manufacturing,ChatGPT,14.72,9474,2024,35-44,Enterprise
Brazil,Education,Stable Diffusion,95.47,1606,2024,55+,Enterprise
Germany,Healthcare,Stable Diffusion,30.81,2551,2023,55+,Startup
India,Transportation,Midjourney,63.85,7103,2024,35-44,Enterprise
Germany,Finance,Stable Diffusion,25.07,7131,2024,18-24,Startup
France,Finance,ChatGPT,26.93,3879,2024,25-34,Enterprise
India,Agriculture,ChatGPT,69.23,6245,2024,35-44,SME
South Korea,Technology,ChatGPT,49.5,8039,2023,35-44,Startup
Brazil,Agriculture,Bard,82.76,6486,2024,18-24,SME
Germany,Agriculture,ChatGPT,6.81,5466,2023,45-54,Startup
UK,Retail,Midjourney,64.42,5514,2024,35-44,Startup
France,Healthcare,ChatGPT,95.38,2579,2024,35-44,SME
Australia,Finance,Midjourney,80.4,7696,2024,25-34,Startup
Australia,Finance,ChatGPT,34.08,8596,2024,25-34,Enterprise
India,Technology,Midjourney,1.82,9735,2024,45-54,Enterprise
China,Retail,ChatGPT,99.42,6516,2023,45-54,SME
India,Manufacturing,Bard,41.83,3448,2024,25-34,Enterprise
UK,Technology,ChatGPT,58.5,4915,2024,55+,Enterprise
Australia,Manufacturing,ChatGPT,43.21,521,2024,45-54,Enterprise
Brazil,Healthcare,Claude,39.31,9919,2024,35-44,Enterprise
South Korea,Finance,ChatGPT,64.45,5545,2023,35-44,Enterprise
UK,Agriculture,ChatGPT,46.41,209,2024,55+,SME
UK,Finance,Midjourney,13.66,4170,2024,18-24,Enterprise
China,Finance,Midjourney,52.53,2357,2024,18-24,Enterprise
Brazil,Education,Midjourney,84.97,5029,2024,18-24,Enterprise
South Korea,Technology,Midjourney,92.33,7813,2024,55+,Startup
UK,Manufacturing,ChatGPT,40.74,4476,2024,45-54,Startup
Germany,Transportation,Bard,33.44,9692,2023,25-34,SME
South Korea,Education,ChatGPT,12.56,3622,2024,25-34,Enterprise
USA,Transportation,Midjourney,2.38,9749,2023,18-24,Startup
UK,Agriculture,ChatGPT,99.23,3151,2024,18-24,Startup
India,Retail,Stable Diffusion,91.08,5226,2024,35-44,SME
Canada,Technology,Bard,68.8,9250,2024,25-34,Enterprise
South Korea,Manufacturing,Midjourney,77.87,8444,2024,35-44,Enterprise
USA,Transportation,Bard,64.84,6772,2024,55+,Enterprise
Germany,Technology,ChatGPT,19.97,1578,2023,55+,SME
USA,Manufacturing,Bard,65.37,9719,2024,25-34,SME
Brazil,Finance,Midjourney,27.85,4317,2024,18-24,Enterprise
India,Retail,Midjourney,97.27,3332,2023,45-54,Startup
Brazil,Healthcare,Midjourney,10.72,4718,2024,18-24,SME
Germany,Retail,ChatGPT,4.69,8296,2024,18-24,Enterprise
USA,Technology,Stable Diffusion,26.15,3857,2024,45-54,Enterprise
UK,Transportation,Midjourney,89.45,157,2024,55+,Startup
France,Retail,ChatGPT,6.31,6077,2024,45-54,Startup
China,Retail,Midjourney,38.2,811,2024,45-54,Startup
Canada,Transportation,ChatGPT,20.09,8962,2024,55+,Startup
Germany,Finance,ChatGPT,34,6955,2024,25-34,Enterprise
Australia,Finance,ChatGPT,62.36,8442,2023,18-24,Enterprise
India,Healthcare,Stable Diffusion,68.9,9550,2024,25-34,Enterprise
UK,Finance,Stable Diffusion,47.27,3762,2023,45-54,SME
South Korea,Technology,Midjourney,16.89,4548,2023,18-24,Startup
India,Manufacturing,Midjourney,87.28,5641,2023,45-54,SME
China,Manufacturing,Claude,90.6,212,2024,25-34,Enterprise
India,Healthcare,ChatGPT,55.8,6441,2024,18-24,Startup
UK,Retail,ChatGPT,3.32,1751,2024,45-54,Startup
USA,Retail,ChatGPT,44.42,366,2024,45-54,SME
USA,Healthcare,Bard,89.45,7008,2024,35-44,Enterprise
China,Manufacturing,Midjourney,35.99,5208,2024,35-44,SME
France,Finance,Bard,31.06,2199,2024,35-44,Enterprise
Australia,Transportation,ChatGPT,23.93,4557,2024,35-44,Startup
Canada,Education,ChatGPT,40.78,6266,2024,35-44,Startup
China,Retail,ChatGPT,4.65,8740,2024,25-34,SME
South Korea,Technology,Stable Diffusion,46.6,1301,2024,35-44,Enterprise
Germany,Education,Midjourney,3.79,3234,2023,35-44,SME
Canada,Agriculture,ChatGPT,2.61,2082,2024,25-34,Startup
Canada,Technology,ChatGPT,32.45,7582,2024,35-44,SME
South Korea,Healthcare,Bard,67.68,8986,2024,45-54,SME
Australia,Retail,ChatGPT,19.45,3002,2024,25-34,Startup
UK,Agriculture,Midjourney,31.28,2891,2024,55+,Startup
Brazil,Manufacturing,ChatGPT,38.16,7599,2024,18-24,Enterprise
Australia,Finance,Midjourney,46.1,1476,2023,45-54,SME
Germany,Technology,ChatGPT,52.37,6268,2023,45-54,Startup
USA,Finance,Midjourney,29.11,255,2023,45-54,Startup
France,Finance,Midjourney,37.24,4537,2023,18-24,Enterprise
France,Education,Midjourney,49.36,1373,2023,55+,SME
Germany,Education,ChatGPT,74.18,7315,2024,55+,Startup
Australia,Finance,ChatGPT,41.57,5592,2024,45-54,SME
France,Retail,Midjourney,80.37,947,2023,18-24,Enterprise
France,Healthcare,Midjourney,61.81,5950,2023,35-44,Startup
South Korea,Retail,Midjourney,37.96,5888,2024,55+,SME
Canada,Healthcare,Midjourney,45.57,1304,2024,35-44,Enterprise
Germany,Transportation,Claude,39.79,7694,2024,45-54,Startup
UK,Agriculture,Midjourney,14.5,2064,2024,25-34,Startup
UK,Technology,Midjourney,59.31,4232,2024,18-24,Enterprise
India,Technology,ChatGPT,98.56,5699,2024,25-34,Startup
China,Manufacturing,Stable Diffusion,47.37,8875,2024,35-44,Enterprise
China,Technology,ChatGPT,4.17,6633,2023,25-34,SME
Canada,Agriculture,ChatGPT,4.81,726,2023,18-24,Startup
UK,Finance,Midjourney,6.31,2543,2024,55+,Startup
Canada,Agriculture,Midjourney,32.51,2925,2024,18-24,Enterprise
USA,Agriculture,ChatGPT,73.06,7438,2024,25-34,SME
Brazil,Retail,ChatGPT,69.86,2337,2024,18-24,SME
Brazil,Healthcare,Midjourney,11.82,7784,2024,45-54,SME
France,Transportation,ChatGPT,10.15,5220,2024,45-54,Enterprise
Australia,Transportation,ChatGPT,41.35,2585,2023,35-44,Enterprise
UK,Transportation,Stable Diffusion,30.39,1097,2024,35-44,Startup
India,Retail,Bard,93.84,8286,2024,25-34,Enterprise
India,Finance,ChatGPT,9.25,7004,2024,35-44,Startup
Germany,Retail,ChatGPT,66.43,2619,2024,35-44,Startup
China,Retail,Stable Diffusion,79.48,3285,2024,55+,Enterprise
Germany,Agriculture,ChatGPT,92.11,1261,2024,35-44,Enterprise
Canada,Healthcare,ChatGPT,60.45,9814,2024,45-54,SME
UK,Transportation,ChatGPT,61.67,9415,2024,18-24,Startup
South Korea,Manufacturing,Stable Diffusion,31.35,2398,2023,25-34,Enterprise
India,Healthcare,Bard,35.45,9984,2024,45-54,Enterprise
Australia,Healthcare,ChatGPT,78.67,2551,2024,35-44,Enterprise
China,Technology,Stable Diffusion,82.37,2906,2023,55+,Startup
China,Manufacturing,Claude,36.82,9036,2023,18-24,SME
UK,Technology,Bard,26.1,7457,2024,45-54,Enterprise
South Korea,Manufacturing,Midjourney,29.89,5556,2023,25-34,Enterprise
South Korea,Healthcare,Stable Diffusion,73.15,5331,2024,25-34,Enterprise
